"","ideophone","meaning","language","category","meaning_NL","meaning_NL_opposite","study","filename","F_redup","F_monosyllabic","F_redupmod","F_closedsyllable","F_vowelquality","F_voice","F_finallength","F_intonation","M_sound","M_distribution","M_irregular","M_weight","M_punctual","M_long","M_abrupt","F_notes_MD","M_notes_MD","F_notes_SP","M_notes_SP","C_modality","C_iterative","C_irregular","C_closure","C_punctual","C_long","C_weight_voice","C_weight_vowel","C_weight_tone","C_aspect","C_length","C_weight","C_magnitude","C_cumulative","C_any1","C_atleast2","C_ternary","score","logodds","score_z","C_simple"
"83","daradara","langsame bewegung","Japanese","Motion","langzame beweging, lui",NA,"Language","Japanese_27_Motion_org",1,0,0,0,1,2,0,1,0,0,0,2,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0.15,-1.03643338949379,-2.42268799501187,1
"84","gorogoro","drehend, sich rollend","Japanese","Motion","draaiend, rollend",NA,"Language","Japanese_28_Motion_org",1,0,0,0,2,2,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.75,0.674489750196082,0.994577176899611,1
"85","yota yota","the manner of walking with heavy faltering steps","Japanese","Motion","langzaam,  zwaar, en onzeker lopen",NA,"Language","Japanese_29_Motion_org",1,0,0,0,2,0,0,1,0,1,0,2,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,1,0,1,1,2,1,1,2,0.4,-0.2533471031358,-0.998827506715421,2
"86","bon","boom, exploding sound","Japanese","Sound","explosie (boem)",NA,"Language","Japanese_3_Sound_org",0,1,0,1,2,2,0,1,1,0,0,2,1,0,1,NA,NA,NA,NA,1,0,0,1,1,0,1,1,0,1,1,2,1,4,1,1,3,0.95,1.64485362695147,2.13366556753677,3
"87","zuratto","state of things being arranged in a line","Japanese","Shape","opgelijnd",NA,"Language","Japanese_30_Shape_org",0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.2533471031358,-0.998827506715421,0
"88","hyorohyoro","froot,mager, hager","Japanese","Shape","mager",NA,"Language","Japanese_31_Shape_org",1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0.5,0,-0.429283311396841,1
"89","tsun-tsun","the state in which something small is sharp pointed","Japanese","Shape","kleine en scherpe vorm, vorm",NA,"Language","Japanese_32_Shape_org",1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2533471031358,0.14026088392174,0
"90","guu","protruding","Japanese","Shape","uitpuilend",NA,"Language","Japanese_33_Shape_org",0,1,0,0,2,2,1,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,0,1,0.45,-0.125661346855074,-0.714055409056131,1
"91","mokomoko","weich voluminös warm","Japanese","Shape","week en warm",NA,"Language","Japanese_34_Shape_org",1,0,0,0,2,1,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0.55,0.125661346855074,-0.14451121373755,1
"92","perapera","dünn","Japanese","Shape","dun",NA,"Language","Japanese_35_Shape_org",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,0,1,0.4,-0.2533471031358,-0.998827506715421,1
"93","sura-to","Hochgewachsen Schlank","Japanese","Shape","rank",NA,"Language","Japanese_36_Shape_org",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0.7,0.524400512708041,0.70980507924032,1
"94","pocha-to","pummelig","Japanese","Shape","mollig",NA,"Language","Japanese_37_Shape_org",0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0.5,0,-0.429283311396841,1
"95","pan pan","prall gefüllt","Japanese","Shape","tot knappen opgeblazen",NA,"Language","Japanese_38_Shape_org",1,0,0,1,1,1,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.2815515655446,1.84889346987748,0
"96","pikapika","glittering","Japanese","ColorVisual","glinstering",NA,"Language","Japanese_39_ColorVisual_org",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,1,0,2,1,2,1,1,2,0.4,-0.2533471031358,-0.998827506715421,2
"97","bachabacha","water splashing","Japanese","Sound","geluid van spetterend water",NA,"Language","Japanese_4_Sound_org",1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.7,0.524400512708041,0.70980507924032,2
"98","mero-mero","blurred","Japanese","ColorVisual","wazig",NA,"Language","Japanese_40_ColorVisual_org",1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2533471031358,0.14026088392174,0
"99","giarigiari","bright (with respect to light)","Japanese","ColorVisual","fel licht",NA,"Language","Japanese_41_ColorVisual_org",1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0.6,0.2533471031358,0.14026088392174,1
"100","kirakira","bright, sparkling","Japanese","ColorVisual","sprankelen",NA,"Language","Japanese_42_ColorVisual_org",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,1,0,2,1,2,1,1,2,0.75,0.674489750196082,0.994577176899611,2
"101","aka-aka","sehr rot","Japanese","ColorVisual","heel rood",NA,"Language","Japanese_43_ColorVisual_org",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.125661346855074,-0.14451121373755,0
"102","ton ton","knocking on door","Japanese","Sound","geluid van aankloppen",NA,"Language","Japanese_5_Sound_org",1,0,0,1,2,1,0,1,1,1,0,1,0,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,1,0,0,3,1,1,3,0.95,1.64485362695147,2.13366556753677,2
"103","garigari","scraping sound","Japanese","Sound","schrapend geluid",NA,"Language","Japanese_6_Sound_org",1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.3,-0.524400512708041,-1.568371702034,1
"104","boo boo","fire burning","Japanese","Sound","geluid van brandend vuur",NA,"Language","Japanese_7_Sound_org",1,0,0,0,2,2,0,1,1,1,0,1,0,1,0,"F_finalvowel: long?",NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.45,-0.125661346855074,-0.714055409056131,2
"105","bari bari","crunchy sound (e.g. rice crackers)","Japanese","Sound","knisperend geluid",NA,"Language","Japanese_8_Sound_org",1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,NA,"M_punctual: informed by English translation",NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,2,0.5,0,-0.429283311396841,2
"106","don","thud, schweres Fallen Aufprallen","Japanese","Sound","plof, bons",NA,"Language","Japanese_9_Sound_org",0,1,0,1,2,2,0,1,1,0,0,2,1,0,1,NA,NA,NA,NA,1,0,0,1,1,0,1,1,0,1,1,2,1,4,1,1,3,0.85,1.03643338949379,1.56412137221819,3
"107","kachikachi","tense","Japanese","Other","geprikkeld","bedaard","Collabra","kachikachi",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689655172413793,0.494873163568623,-0.281716087291426,0
"108","kebakeba","gaudy","Japanese","Other","schreeuwerig","verfijnd","Collabra","kebakeba",1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724137931034483,0.595178533333279,-0.0384158300851923,0
"109","kechikechi","stingy","Japanese","Other","gierig","gul","Collabra","kechikechi",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724137931034483,0.595178533333279,-0.0384158300851923,0
"110","kibikibi","energetic","Japanese","Motion","energiek","futloos","Collabra","kibikibi",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862068965517241,1.08966198194611,0.934785198739729,0
"111","kirakira","bright, sparkling","Japanese","ColorVisual","fonkelend","dof","Collabra","kirakira",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,"M_irregular: depends on construal",NA,NA,0,1,0,0,0,0,1,1,0,1,0,2,1,2,1,1,2,0.896551724137931,1.26214517662281,1.17808545594596,2
"112","k'ungk'ung","pounding from a big and heavy stuff/ obese person walking","Korean","Sound","gestamp",NA,"Language","Korean_1_Sound_org",1,0,0,1,2,1,0,2,1,1,0,2,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,1,0,1,1,3,1,1,3,0.75,0.674489750196082,0.994577176899611,3
"113","ongong","crying","Korean","Sound","gehuil",NA,"Language","Korean_10_Sound_org",1,0,1,1,2,2,0,1,1,1,0,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.7,0.524400512708041,0.70980507924032,2
"114","kkokkulkkokkul","rough / bark of a tree","Korean","Texture","ruw oppervlak",NA,"Language","Korean_11_Texture_org",1,0,0,1,2,0,0,2,0,0,1,1,0,0,0,NA,"M_distribution: for textures, this is hard",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,-1.03643338949379,-2.42268799501187,0
"115","pasakpasak","crispy, easily breaking","Korean","Texture","bros",NA,"Language","Korean_12_Texture_org",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0.3,-0.524400512708041,-1.568371702034,1
"116","podulbodul","very soft / fluffy dog","Korean","Texture","pluizig, donzig",NA,"Language","Korean_13_Texture_org",1,0,1,1,2,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.125661346855074,-0.14451121373755,0
"117","mikkulmikkul","oily/ fish's skin","Korean","Texture","glibberig",NA,"Language","Korean_14_Texture_org",1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,0
"118","maekkunmaekkun","smooth / table surface","Korean","Texture","glad oppervlak",NA,"Language","Korean_15_Texture_org",1,0,0,1,1,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.2533471031358,-0.998827506715421,0
"119","mullongmullong","soft, yielding, but elastic","Korean","Texture","elastisch flexibel",NA,"Language","Korean_16_Texture_org",1,0,0,1,2,2,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.8,0.841621233572914,1.2793492745589,1
"120","kkunjokkkunjok","sticky","Korean","Texture","kleverig",NA,"Language","Korean_17_Texture_org",1,0,0,1,2,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.524400512708041,0.70980507924032,0
"121","humurhumul","overripe, very soft, flabby, pulpy viscous","Korean","Texture","papperig",NA,"Language","Korean_18_Texture_org",1,0,1,1,2,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.03643338949379,1.56412137221819,0
"122","ollokpollok","embossed / bubble foil, bumpy in a regular fashion","Korean","Texture","geribbeld",NA,"Language","Korean_19_Texture_org",1,0,1,1,2,0,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.65,0.385320466407568,0.42503298158103,1
"123","tchallangtchallang","metalic sound/small bell","Korean","Sound","geluid van munten in een zak",NA,"Language","Korean_2_Sound_org",1,0,0,1,1,1,0,2,1,1,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,1,1,3,1,1,3,0.65,0.385320466407568,0.42503298158103,3
"124","songsong","chop into small pieces","Korean","Motion","fijnhakken",NA,"Language","Korean_20_Motion_org",1,0,0,1,2,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.45,-0.125661346855074,-0.714055409056131,1
"125","ussugussuk","shrug shoulder","Korean","Motion","schouderophalend",NA,"Language","Korean_21_Motion_org",1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.385320466407568,0.42503298158103,0
"126","tchuktchuk","continously expanding (gum from mouth)","Korean","Motion","rekken en rekken en rekken",NA,"Language","Korean_22_Motion_org",1,0,0,1,2,0,0,1,0,1,0,2,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,1,0,1,1,2,1,1,2,0.55,0.125661346855074,-0.14451121373755,2
"127","tugundugun","heartbeat","Korean","Motion","hartslag",NA,"Language","Korean_23_Motion_org",1,0,1,1,2,2,0,1,1,1,0,1,0,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.8,0.841621233572914,1.2793492745589,2
"128","ssingssing","strongly blowing wind-> moving very fast, bike","Korean","Motion","suizend geluid",NA,"Language","Korean_24_Motion_org",1,0,0,1,0,1,0,2,1,1,0,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.75,0.674489750196082,0.994577176899611,2
"129","p'ollokp'ollok","flapping, like a flag","Korean","Motion","flapperen",NA,"Language","Korean_25_Motion_org",1,0,0,1,2,0,0,1,0,1,1,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.75,0.674489750196082,0.994577176899611,1
"130","ch'ingch'ing","tie up with rope, circular motion","Korean","Motion","een touw om iets leggen",NA,"Language","Korean_26_Motion_org",1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,0
"131","onggumonggum","crawl","Korean","Motion","kruipen",NA,"Language","Korean_27_Motion_org",1,0,1,1,2,2,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.55,0.125661346855074,-0.14451121373755,1
"132","sallangsallang","gently / ladies walking in the spring, falling leaf","Korean","Motion","kalme en tedere beweging",NA,"Language","Korean_28_Motion_org",1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,"F_finalvowel: long final syllable",NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.7,0.524400512708041,0.70980507924032,1
"133","k'ongk'ong","jumping of a small and light stuff / bunny jumping","Korean","Motion","licht hoppend",NA,"Language","Korean_29_Motion_org",1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.75,0.674489750196082,0.994577176899611,1
"134","cholchol","sound/murmur from a little creek","Korean","Sound","geluid van een kabbelende beek",NA,"Language","Korean_3_Sound_org",1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0,1,0,1,1,3,1,1,3,0.6,0.2533471031358,0.14026088392174,3
"135","tunggultunggul","roundness","Korean","Shape","ronde vorm",NA,"Language","Korean_30_Shape_org",1,0,0,1,2,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.2533471031358,-0.998827506715421,0
"136","t'aengt'aeng","blown up, like a ballon","Korean","Shape","opgeblazen, ronde vorm",NA,"Language","Korean_31_Shape_org",1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,0
"137","mongshilmongshil","round shape, plump, chubby","Korean","Shape","bolvormig, als een suikerspin",NA,"Language","Korean_32_Shape_org",1,0,0,1,1,2,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0.45,-0.125661346855074,-0.714055409056131,1
"138","kkobulkkobul","curvy","Korean","Shape","bochtig",NA,"Language","Korean_33_Shape_org",1,0,0,1,2,1,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.841621233572914,-2.13791589735258,0
"139","t'oshilt'oshil","chubby","Korean","Shape","mollig",NA,"Language","Korean_34_Shape_org",1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-0.429283311396841,0
"140","ppollok","protruding belly","Korean","Shape","bolle buik (b.v. van een baby)",NA,"Language","Korean_35_Shape_org",0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0.75,0.674489750196082,0.994577176899611,1
"141","ult'ungbult'ung","bumpy / kinderkopjes","Korean","Shape","hobbelig",NA,"Language","Korean_36_Shape_org",1,0,1,1,2,2,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.75,0.674489750196082,0.994577176899611,1
"142","tchugultchugul","wrinkled / uniorned shirt","Korean","Shape","kreukelig",NA,"Language","Korean_37_Shape_org",1,0,0,1,2,1,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.75,0.674489750196082,0.994577176899611,1
"143","tchaengtchaeng","blazing sunshine","Korean","ColorVisual","verblindend",NA,"Language","Korean_38_ColorVisual_org",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0.6,0.2533471031358,0.14026088392174,1
"144","pantchakpantchak","glitter","Korean","ColorVisual","glinstering",NA,"Language","Korean_39_ColorVisual_org",1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,1,0,1,1,2,1,1,2,0.4,-0.2533471031358,-0.998827506715421,2
"145","p'ongdangp'ongdang","splash","Korean","Sound","plons",NA,"Language","Korean_4_Sound_org",1,0,0,1,2,2,0,1,1,0,0,1,1,0,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,2,0.5,0,-0.429283311396841,1
"146","hwarhwal","flames, being ablaze","Korean","ColorVisual","vlam",NA,"Language","Korean_40_ColorVisual_org",1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,0
"147","ch'orongch'orong","shining eyes","Korean","ColorVisual","glanzende ogen",NA,"Language","Korean_41_ColorVisual_org",1,0,0,1,2,1,0,2,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,0
"148","songgulsonggul","beaded with sweat","Korean","ColorVisual","bezwete huid",NA,"Language","Korean_42_ColorVisual_org",1,0,0,1,2,2,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.4,-0.2533471031358,-0.998827506715421,1
"149","alloktallok","colorful, indian summer, holger's shirts","Korean","ColorVisual","vol van felle kleuren",NA,"Language","Korean_43_ColorVisual_org",1,0,1,1,2,0,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,0,1,1,0,0,0,1,0,0,1,0,1,1,3,1,1,3,0.55,0.125661346855074,-0.14451121373755,2
"150","churongjurong","hanging in clusters","Korean","ColorVisual","in bosjes hangend",NA,"Language","Korean_44_ColorVisual_org",1,0,1,1,2,2,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.65,0.385320466407568,0.42503298158103,1
"151","polbol","shivering/shaking","Korean","ColorVisual","bevend",NA,"Language","Korean_45_ColorVisual_org",1,0,1,1,2,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.5,0,-0.429283311396841,1
"152","p'arutp'arut","fresh and green","Korean","ColorVisual","het groen van jonge bladjes",NA,"Language","Korean_46_ColorVisual_org",1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0.3,-0.524400512708041,-1.568371702034,1
"153","kkilkkil","giggling","Korean","Sound","gegiechel",NA,"Language","Korean_5_Sound_org",1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,1,3,0.8,0.841621233572914,1.2793492745589,3
"154","pogulbogul","boiling sounds","Korean","Sound","geluid van iets kokends",NA,"Language","Korean_6_Sound_org",1,0,1,1,2,2,0,1,1,1,1,1,0,1,0,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,1,3,0.5,0,-0.429283311396841,2
"155","chongalchongal","babbling/prattle","Korean","Sound","gebabbel gekeuvel",NA,"Language","Korean_7_Sound_org",1,0,0,1,2,1,0,1,1,1,0,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.8,0.841621233572914,1.2793492745589,2
"156","tchoptchop","click one's tongue","Korean","Sound","tong geklak",NA,"Language","Korean_8_Sound_org",1,0,0,1,2,0,0,1,1,0,0,1,0,0,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,2,0.75,0.674489750196082,0.994577176899611,1
"157","chigulchigul","a small quantity of liquid boiling/ simmering","Korean","Sound","gepruttel",NA,"Language","Korean_9_Sound_org",1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.65,0.385320466407568,0.42503298158103,2
"158","korokoro","rolling","Japanese","Motion","rollend","zwevend","Collabra","korokoro",1,0,0,0,2,0,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.793103448275862,0.8172368220294,0.448184684327268,1
"159","mojimoji","reluctant","Japanese","Other","aarzelend","overtuigd","Collabra","mojimoji",1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551724137931034,0.130018583307083,-1.25491711611635,0
"160","morimori","swelling","Japanese","Shape","opzwellend","slinkend","Collabra","morimori",1,0,0,0,1,2,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0.448275862068966,-0.130018583307083,-1.98481788773504,1
"161","mushimushi","humid","Japanese","Texture","vochtig","droog","Collabra","mushimushi",1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931034482758621,1.4835398594013,1.4213857131522,0
"162","nikoniko","smiling","Japanese","Other","grijnzend","fronsend","Collabra","nikoniko",1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655172413793103,0.39932306734955,-0.52501634449766,0
"163","sekaseka","hastily","Japanese","Motion","haastig","geduldig","Collabra","sekaseka",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758620689655172,0.701872595421959,0.204884427121035,0
"164","bjuukbj<U+025B><U+025B>k","bright coloured. distribution in space (distributive derivation).","Semai","ColorVisual","fel gekleurd tafereel",NA,"Language","Semai_1_ColorVisual_org",1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,"F_partialredup: count as full with vowel mod or as partial?",NA,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0.25,-0.674489750196082,-1.85314379969329,1
"165","gj<U+025B>lgjolgj<U+025B>lgjol","swinging back-and-forth. Example: movement from monkies shaking branches. Repetition of movement (iterative derivation) PLUS distribution in space (distributive derivation).","Semai","Motion","schommelen",NA,"Language","Semai_10_Motion_org",1,0,1,1,1,2,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.65,0.385320466407568,0.42503298158103,1
"166","<U+025F>rweet<U+025F>rw<U+0252><U+0252>t","upward climbing with arms and legs. Example: kids climbing. Distribution in space (distributive derivation).","Semai","Motion","omhoog klimmen",NA,"Language","Semai_11_Motion_org",1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.35,-0.385320466407568,-1.28359960437471,1
